season,week_num,day_of_week,gametime_local,home_team,away_team,home_score,away_score,OT_flag,arrests,division_game,Index_num
2014,2,Sunday,2:25:00 PM,Denver,Kansas City,24,17,0,1.0,1,248
2014,5,Sunday,2:05:00 PM,Denver,Arizona,41,20,0,7.0,0,249
2014,7,Sunday,6:30:00 PM,Denver,San Francisco,42,17,0,6.0,0,250
2014,8,Thursday,6:25:00 PM,Denver,San Diego,35,21,0,6.0,1,251
2014,12,Sunday,2:25:00 PM,Denver,Miami,39,36,0,1.0,0,252
2014,14,Sunday,2:05:00 PM,Denver,Buffalo,24,17,0,4.0,0,253
2014,17,Sunday,2:25:00 PM,Denver,Oakland,47,14,0,7.0,1,254
2015,1,Sunday,2:25:00 PM,Denver,Baltimore,19,13,0,3.0,0,255
2015,4,Sunday,2:25:00 PM,Denver,Minnesota,23,20,0,2.0,0,256
2015,8,Sunday,6:30:00 PM,Denver,Green Bay,29,10,0,0.0,0,257
2015,10,Sunday,2:25:00 PM,Denver,Kansas City,13,29,0,4.0,1,258
2015,12,Sunday,6:30:00 PM,Denver,New England,30,24,1,3.0,0,259
2015,14,Sunday,2:05:00 PM,Denver,Oakland,12,15,0,3.0,1,260
2015,16,Monday,6:30:00 PM,Denver,Cincinnati,20,17,1,1.0,0,261
2015,17,Sunday,2:25:00 PM,Denver,San Diego,27,20,0,0.0,1,262
2011,1,Thursday,7:30:00 PM,Green Bay,New Orleans,42,34,0,8.0,0,263
2011,4,Sunday,3:15:00 PM,Green Bay,Denver,49,23,0,0.0,0,264
2011,6,Sunday,12:00:00 PM,Green Bay,St. Louis,24,3,0,3.0,0,265
2011,10,Monday,7:30:00 PM,Green Bay,Minnesota,45,7,0,6.0,1,266
2011,11,Sunday,12:00:00 PM,Green Bay,Tampa Bay,35,26,0,1.0,0,267
2011,14,Sunday,3:15:00 PM,Green Bay,Oakland,46,16,0,4.0,0,268
2011,16,Sunday,7:20:00 PM,Green Bay,Chicago,35,21,0,21.0,1,269
2011,17,Sunday,12:00:00 PM,Green Bay,Detroit,45,41,0,3.0,1,270
2012,1,Sunday,3:25:00 PM,Green Bay,San Francisco,22,30,0,4.0,0,271
2012,2,Thursday,7:20:00 PM,Green Bay,Chicago,23,10,0,15.0,1,272
2012,4,Sunday,3:25:00 PM,Green Bay,New Orleans,28,27,0,3.0,0,273
2012,8,Sunday,12:00:00 PM,Green Bay,Jacksonville,24,15,0,1.0,0,274
2012,9,Sunday,12:00:00 PM,Green Bay,Arizona,31,17,0,9.0,0,275
2012,13,Sunday,12:00:00 PM,Green Bay,Minnesota,23,14,0,2.0,1,276
2012,14,Sunday,7:20:00 PM,Green Bay,Detroit,27,20,0,18.0,1,277
2012,16,Sunday,12:00:00 PM,Green Bay,Tennessee,55,7,0,9.0,0,278
2013,2,Sunday,12:00:00 PM,Green Bay,Washington,38,20,0,1.0,0,279
2013,5,Sunday,12:00:00 PM,Green Bay,Detroit,22,9,0,8.0,1,280
2013,7,Sunday,3:25:00 PM,Green Bay,Cleveland,31,13,0,6.0,0,281
2013,9,Monday,7:40:00 PM,Green Bay,Chicago,20,27,0,13.0,1,282
2013,10,Sunday,12:00:00 PM,Green Bay,Philadelphia,13,27,0,6.0,0,283
2013,12,Sunday,12:00:00 PM,Green Bay,Minnesota,26,26,1,8.0,1,284
2013,14,Sunday,12:00:00 PM,Green Bay,Atlanta,22,21,0,7.0,0,285
2013,16,Sunday,3:25:00 PM,Green Bay,Pittsburgh,31,38,0,16.0,0,286
2014,2,Sunday,3:25:00 PM,Green Bay,New York Jets,31,24,0,8.0,0,287
2014,5,Thursday,7:25:00 PM,Green Bay,Minnesota,42,10,0,4.0,1,288
2014,7,Sunday,12:00:00 PM,Green Bay,Carolina,38,17,0,1.0,0,289
2014,10,Sunday,7:30:00 PM,Green Bay,Chicago,55,14,0,15.0,1,290
2014,11,Sunday,3:25:00 PM,Green Bay,Philadelphia,53,20,0,3.0,0,291
2014,13,Sunday,3:25:00 PM,Green Bay,New England,26,21,0,8.0,0,292
2014,14,Monday,7:30:00 PM,Green Bay,Atlanta,43,37,0,11.0,0,293
2014,17,Sunday,3:25:00 PM,Green Bay,Detroit,30,20,0,6.0,1,294
2015,2,Sunday,7:30:00 PM,Green Bay,Seattle,27,17,0,13.0,0,295
2015,3,Monday,7:30:00 PM,Green Bay,Kansas City,38,28,0,4.0,0,296
2015,5,Sunday,12:00:00 PM,Green Bay,St. Louis,24,10,0,4.0,0,297
2015,6,Sunday,3:25:00 PM,Green Bay,San Diego,27,20,0,13.0,0,298
2015,10,Sunday,12:00:00 PM,Green Bay,Detroit,16,18,0,8.0,1,299
2015,12,Thursday,7:30:00 PM,Green Bay,Chicago,13,17,0,2.0,1,300
2015,14,Sunday,3:25:00 PM,Green Bay,Dallas,28,7,0,5.0,0,301
2015,17,Sunday,7:30:00 PM,Green Bay,Minnesota,13,20,0,11.0,1,302
2011,1,Sunday,12:00:00 PM,Houston,Indianapolis,34,7,0,2.0,1,303
2011,4,Sunday,12:00:00 PM,Houston,Pittsburgh,17,10,0,2.0,0,304
2011,5,Sunday,12:00:00 PM,Houston,Oakland,20,25,0,1.0,0,305
2011,8,Sunday,12:00:00 PM,Houston,Jacksonville,24,14,0,0.0,1,306
2011,9,Sunday,12:00:00 PM,Houston,Cleveland,30,12,0,0.0,0,307
2011,13,Sunday,12:00:00 PM,Houston,Atlanta,17,10,0,2.0,0,308
2011,15,Sunday,12:00:00 PM,Houston,Carolina,13,28,0,2.0,0,309
2011,17,Sunday,12:00:00 PM,Houston,Tennessee,22,23,0,0.0,1,310
2012,1,Sunday,12:00:00 PM,Houston,Miami,30,10,0,6.0,0,311
2012,4,Sunday,12:00:00 PM,Houston,Tennessee,38,14,0,1.0,1,312
2012,6,Sunday,6:20:00 PM,Houston,Green Bay,24,42,0,4.0,0,313
2012,7,Sunday,12:00:00 PM,Houston,Baltimore,43,13,0,1.0,0,314
2012,9,Sunday,12:00:00 PM,Houston,Buffalo,21,9,0,1.0,0,315
2012,11,Sunday,12:00:00 PM,Houston,Jacksonville,43,37,1,1.0,1,316
2012,15,Sunday,12:00:00 PM,Houston,Indianapolis,29,17,0,1.0,1,317
2012,16,Sunday,12:00:00 PM,Houston,Minnesota,6,23,0,3.0,0,318
2013,2,Sunday,12:00:00 PM,Houston,Tennessee,30,24,1,2.0,1,319
2013,4,Sunday,12:00:00 PM,Houston,Seattle,20,23,1,0.0,0,320
2013,6,Sunday,12:00:00 PM,Houston,St. Louis,13,38,0,1.0,0,321
2013,9,Sunday,7:30:00 PM,Houston,Indianapolis,24,27,0,1.0,1,322
2013,11,Sunday,12:00:00 PM,Houston,Oakland,23,28,0,2.0,0,323
2013,12,Sunday,12:00:00 PM,Houston,Jacksonville,6,13,0,1.0,1,324
2013,13,Sunday,12:00:00 PM,Houston,New England,31,34,0,0.0,0,325
2013,16,Sunday,12:00:00 PM,Houston,Denver,13,37,0,0.0,0,326
2014,1,Sunday,12:00:00 PM,Houston,Washington,17,6,0,1.0,0,327
2014,4,Sunday,12:00:00 PM,Houston,Buffalo,23,17,0,0.0,0,328
2014,6,Thursday,7:30:00 PM,Houston,Indianapolis,28,33,0,0.0,1,329
2014,9,Sunday,12:00:00 PM,Houston,Philadelphia,21,31,0,0.0,0,330
2014,12,Sunday,12:00:00 PM,Houston,Cincinnati,13,22,0,1.0,0,331
2014,13,Sunday,12:00:00 PM,Houston,Tennessee,45,21,0,0.0,1,332
2014,16,Sunday,12:00:00 PM,Houston,Baltimore,25,13,0,0.0,0,333
2014,17,Sunday,12:00:00 PM,Houston,Jacksonville,23,17,0,0.0,1,334
2015,1,Sunday,12:00:00 PM,Houston,Kansas City,20,27,0,1.0,0,335
2015,3,Sunday,12:00:00 PM,Houston,Tampa Bay,19,9,0,1.0,0,336
2015,5,Thursday,7:25:00 PM,Houston,Indianapolis,20,27,0,0.0,1,337
2015,8,Sunday,12:00:00 PM,Houston,Tennessee,20,6,0,0.0,1,338
2015,11,Sunday,12:00:00 PM,Houston,New York Jets,24,17,0,1.0,0,339
2015,12,Sunday,12:00:00 PM,Houston,New Orleans,24,6,0,1.0,0,340
2015,14,Sunday,7:30:00 PM,Houston,New England,6,27,0,0.0,0,341
2015,17,Sunday,12:00:00 PM,Houston,Jacksonville,30,6,0,0.0,1,342
2011,2,Sunday,1:00:00 PM,Indianapolis,Cleveland,19,27,0,2.0,0,343
2011,3,Sunday,8:20:00 PM,Indianapolis,Pittsburgh,20,23,0,11.0,0,344
2011,5,Sunday,1:00:00 PM,Indianapolis,Kansas City,24,28,0,0.0,0,345
2011,9,Sunday,1:00:00 PM,Indianapolis,Atlanta,7,31,0,3.0,0,346
2011,10,Sunday,1:00:00 PM,Indianapolis,Jacksonville,3,17,0,0.0,1,347
2011,12,Sunday,1:00:00 PM,Indianapolis,Carolina,19,27,0,7.0,0,348
2011,15,Sunday,1:00:00 PM,Indianapolis,Tennessee,27,13,0,0.0,1,349
2011,16,Thursday,8:20:00 PM,Indianapolis,Houston,19,16,0,2.0,1,350
2012,2,Sunday,1:00:00 PM,Indianapolis,Minnesota,23,20,0,1.0,0,351
2012,3,Sunday,1:00:00 PM,Indianapolis,Jacksonville,17,22,0,0.0,1,352
2012,5,Sunday,1:00:00 PM,Indianapolis,Green Bay,30,27,0,3.0,0,353
2012,7,Sunday,1:00:00 PM,Indianapolis,Cleveland,17,13,0,2.0,0,354
2012,9,Sunday,1:00:00 PM,Indianapolis,Miami,23,20,0,4.0,0,355
2012,12,Sunday,1:00:00 PM,Indianapolis,Buffalo,20,13,0,5.0,0,356
2012,14,Sunday,1:00:00 PM,Indianapolis,Tennessee,27,23,0,1.0,1,357
2012,17,Sunday,1:00:00 PM,Indianapolis,Houston,28,16,0,0.0,1,358
2013,1,Sunday,1:00:00 PM,Indianapolis,Oakland,21,17,0,0.0,0,359
2013,2,Sunday,1:00:00 PM,Indianapolis,Miami,20,24,0,4.0,0,360
2013,5,Sunday,1:00:00 PM,Indianapolis,Seattle,34,28,0,2.0,0,361
2013,7,Sunday,8:30:00 PM,Indianapolis,Denver,39,33,0,10.0,0,362
2013,10,Sunday,1:00:00 PM,Indianapolis,St. Louis,8,38,0,1.0,0,363
2013,13,Sunday,1:00:00 PM,Indianapolis,Tennessee,22,14,0,3.0,1,364
2013,15,Sunday,1:00:00 PM,Indianapolis,Houston,25,3,0,0.0,1,365
2013,17,Sunday,1:00:00 PM,Indianapolis,Jacksonville,30,10,0,2.0,1,366
2014,2,Monday,8:30:00 PM,Indianapolis,Philadelphia,27,30,0,4.0,0,367
2014,4,Sunday,1:00:00 PM,Indianapolis,Tennessee,41,17,0,0.0,1,368
2014,5,Sunday,1:00:00 PM,Indianapolis,Baltimore,20,13,0,0.0,0,369
2014,7,Sunday,1:00:00 PM,Indianapolis,Cincinnati,27,0,0,5.0,0,370
2014,11,Sunday,8:30:00 PM,Indianapolis,New England,20,42,0,3.0,0,371
2014,12,Sunday,1:00:00 PM,Indianapolis,Jacksonville,23,3,0,1.0,1,372
2014,13,Sunday,1:00:00 PM,Indianapolis,Washington,49,27,0,4.0,0,373
2014,15,Sunday,1:00:00 PM,Indianapolis,Houston,17,10,0,0.0,1,374
2015,2,Monday,8:30:00 PM,Indianapolis,New York Jets,7,20,0,3.0,0,375
2015,4,Sunday,1:00:00 PM,Indianapolis,Jacksonville,16,13,1,0.0,1,376
2015,6,Sunday,8:30:00 PM,Indianapolis,New England,27,34,0,2.0,0,377
2015,7,Sunday,1:00:00 PM,Indianapolis,New Orleans,21,27,0,0.0,0,378
2015,9,Sunday,4:25:00 PM,Indianapolis,Denver,27,24,0,2.0,0,379
2015,12,Sunday,1:00:00 PM,Indianapolis,Tampa Bay,25,12,0,0.0,0,380
2015,15,Sunday,1:00:00 PM,Indianapolis,Houston,10,16,0,3.0,1,381
2015,17,Sunday,1:00:00 PM,Indianapolis,Tennessee,30,24,0,1.0,1,382
2011,1,Sunday,1:00:00 PM,Jacksonville,Tennessee,16,14,0,4.0,1,383
2011,4,Sunday,1:00:00 PM,Jacksonville,New Orleans,10,23,0,4.0,0,384
2011,5,Sunday,1:00:00 PM,Jacksonville,Cincinnati,20,30,0,2.0,0,385
2011,7,Monday,8:30:00 PM,Jacksonville,Baltimore,12,7,0,3.0,0,386
2011,12,Sunday,1:00:00 PM,Jacksonville,Houston,13,20,0,1.0,1,387
2011,13,Monday,8:30:00 PM,Jacksonville,San Diego,14,38,0,6.0,0,388
2011,14,Sunday,1:00:00 PM,Jacksonville,Tampa Bay,41,14,0,3.0,0,389
2011,17,Sunday,1:00:00 PM,Jacksonville,Indianapolis,19,13,0,1.0,1,390
2012,2,Sunday,1:00:00 PM,Jacksonville,Houston,7,27,0,5.0,1,391
2012,4,Sunday,4:05:00 PM,Jacksonville,Cincinnati,10,27,0,1.0,0,392
2012,5,Sunday,4:05:00 PM,Jacksonville,Chicago,3,41,0,2.0,0,393
2012,9,Sunday,1:00:00 PM,Jacksonville,Detroit,14,31,0,0.0,0,394
2012,10,Thursday,8:20:00 PM,Jacksonville,Indianapolis,10,27,0,0.0,1,395
2012,12,Sunday,1:00:00 PM,Jacksonville,Tennessee,24,19,0,0.0,1,396
2012,14,Sunday,1:00:00 PM,Jacksonville,New York Jets,10,17,0,1.0,0,397
2012,16,Sunday,1:00:00 PM,Jacksonville,New England,16,23,0,1.0,0,398
2013,1,Sunday,1:00:00 PM,Jacksonville,Kansas City,2,28,0,3.0,0,399
2013,4,Sunday,1:00:00 PM,Jacksonville,Indianapolis,3,37,0,0.0,1,400
2013,7,Sunday,1:00:00 PM,Jacksonville,San Diego,6,24,0,2.0,0,401
2013,11,Sunday,1:00:00 PM,Jacksonville,Arizona,14,27,0,3.0,0,402
2013,14,Thursday,8:25:00 PM,Jacksonville,Houston,27,20,0,3.0,1,403
2013,15,Sunday,1:00:00 PM,Jacksonville,Buffalo,20,27,0,0.0,0,404
2013,16,Sunday,1:00:00 PM,Jacksonville,Tennessee,16,20,0,1.0,1,405
2014,3,Sunday,1:00:00 PM,Jacksonville,Indianapolis,17,44,0,3.0,1,406
2014,5,Sunday,1:00:00 PM,Jacksonville,Pittsburgh,9,17,0,3.0,0,407
2014,7,Sunday,1:00:00 PM,Jacksonville,Cleveland,24,6,0,0.0,0,408
2014,8,Sunday,1:00:00 PM,Jacksonville,Miami,13,27,0,3.0,0,409
2014,13,Sunday,1:00:00 PM,Jacksonville,New York Giants,25,24,0,0.0,0,410
2014,14,Sunday,1:00:00 PM,Jacksonville,Houston,13,27,0,0.0,1,411
2014,16,Thursday,8:30:00 PM,Jacksonville,Tennessee,21,13,0,1.0,1,412
2015,1,Sunday,1:00:00 PM,Jacksonville,Carolina,9,20,0,1.0,0,413
2015,2,Sunday,4:05:00 PM,Jacksonville,Miami,23,20,0,2.0,0,414
2015,6,Sunday,1:00:00 PM,Jacksonville,Houston,20,31,0,0.0,1,415
2015,11,Thursday,8:25:00 PM,Jacksonville,Tennessee,19,13,0,1.0,1,416
2015,12,Sunday,1:00:00 PM,Jacksonville,San Diego,25,31,0,0.0,0,417
2015,14,Sunday,1:00:00 PM,Jacksonville,Indianapolis,51,16,0,2.0,1,418
2015,15,Sunday,1:00:00 PM,Jacksonville,Atlanta,17,23,0,2.0,0,419
2011,1,Sunday,12:00:00 PM,Kansas City,Buffalo,7,41,0,0.0,0,420
2011,4,Sunday,12:00:00 PM,Kansas City,Minnesota,22,17,0,1.0,0,421
2011,8,Monday,7:30:00 PM,Kansas City,San Diego,23,20,1,2.0,1,422
2011,9,Sunday,12:00:00 PM,Kansas City,Miami,3,31,0,3.0,0,423
2011,10,Sunday,12:00:00 PM,Kansas City,Denver,10,17,0,1.0,1,424
2011,12,Sunday,7:20:00 PM,Kansas City,Pittsburgh,9,13,0,0.0,0,425
2011,15,Sunday,12:00:00 PM,Kansas City,Green Bay,19,14,0,2.0,0,426
2011,16,Saturday,12:00:00 PM,Kansas City,Oakland,13,16,1,2.0,1,427
2012,1,Sunday,12:00:00 PM,Kansas City,Atlanta,24,40,0,0.0,0,428
2012,4,Sunday,12:00:00 PM,Kansas City,San Diego,20,37,0,0.0,1,429
2012,5,Sunday,12:00:00 PM,Kansas City,Baltimore,6,9,0,0.0,0,430
2012,8,Sunday,3:05:00 PM,Kansas City,Oakland,16,26,0,4.0,1,431
2012,11,Sunday,12:00:00 PM,Kansas City,Cincinnati,6,28,0,0.0,0,432
2012,12,Sunday,12:00:00 PM,Kansas City,Denver,9,17,0,1.0,1,433
2012,13,Sunday,12:00:00 PM,Kansas City,Miami,27,21,0,1.0,0,434
2012,16,Sunday,12:00:00 PM,Kansas City,Indianapolis,13,20,0,0.0,0,435
2013,2,Sunday,12:00:00 PM,Kansas City,Dallas,17,16,0,4.0,0,436
2013,4,Sunday,12:00:00 PM,Kansas City,New York Giants,31,7,0,4.0,0,437
2013,6,Sunday,12:00:00 PM,Kansas City,Oakland,24,7,0,0.0,1,438
2013,7,Sunday,3:25:00 PM,Kansas City,Houston,17,16,0,2.0,0,439
2013,8,Sunday,12:00:00 PM,Kansas City,Cleveland,23,17,0,3.0,0,440
2013,12,Sunday,12:00:00 PM,Kansas City,San Diego,38,41,0,4.0,1,441
2013,13,Sunday,3:25:00 PM,Kansas City,Denver,28,35,0,4.0,1,442
2013,16,Sunday,12:00:00 PM,Kansas City,Indianapolis,7,23,0,0.0,0,443
2014,1,Sunday,12:00:00 PM,Kansas City,Tennessee,10,26,0,1.0,0,444
2014,4,Monday,7:30:00 PM,Kansas City,New England,41,14,0,5.0,0,445
2014,8,Sunday,12:00:00 PM,Kansas City,St. Louis,34,7,0,2.0,0,446
2014,9,Sunday,12:00:00 PM,Kansas City,New York Jets,24,10,0,1.0,0,447
2014,11,Sunday,12:00:00 PM,Kansas City,Seattle,24,20,0,2.0,0,448
2014,13,Sunday,7:30:00 PM,Kansas City,Denver,16,29,0,5.0,1,449
2014,15,Sunday,12:00:00 PM,Kansas City,Oakland,31,13,0,8.0,1,450
2014,17,Sunday,12:00:00 PM,Kansas City,San Diego,19,7,0,3.0,1,451
2015,2,Thursday,7:30:00 PM,Kansas City,Denver,24,31,0,2.0,1,452
2015,5,Sunday,12:00:00 PM,Kansas City,Chicago,17,18,0,0.0,0,453
2015,7,Sunday,12:00:00 PM,Kansas City,Pittsburgh,23,13,0,1.0,0,454
2015,12,Sunday,12:00:00 PM,Kansas City,Buffalo,30,22,0,0.0,0,455
2015,14,Sunday,12:00:00 PM,Kansas City,San Diego,10,3,0,1.0,1,456
2015,16,Sunday,12:00:00 PM,Kansas City,Cleveland,17,13,0,0.0,0,457
2015,17,Sunday,3:25:00 PM,Kansas City,Oakland,23,17,0,2.0,1,458
2012,2,Sunday,1:02:00 PM,Miami,Oakland,35,13,0,1.0,0,459
2012,3,Sunday,1:00:00 PM,Miami,New York Jets,20,23,0,4.0,1,460
2012,6,Sunday,1:00:00 PM,Miami,St. Louis,17,14,0,0.0,0,461
2012,10,Sunday,1:00:00 PM,Miami,Tennessee,3,37,0,3.0,0,462
2012,12,Sunday,1:00:00 PM,Miami,Seattle,24,21,0,0.0,0,463
2012,13,Sunday,1:00:00 PM,Miami,New England,16,23,0,4.0,1,464
2012,15,Sunday,1:00:00 PM,Miami,Jacksonville,24,3,0,2.0,0,465
2012,16,Sunday,1:00:00 PM,Miami,Buffalo,24,10,0,5.0,1,466
2013,3,Sunday,4:05:00 PM,Miami,Atlanta,27,23,0,3.0,0,467
2013,5,Sunday,1:00:00 PM,Miami,Baltimore,23,26,0,0.0,0,468
2013,7,Sunday,1:00:00 PM,Miami,Buffalo,21,23,0,0.0,1,469
2013,9,Thursday,8:25:00 PM,Miami,Cincinnati,22,20,1,0.0,0,470
2013,11,Sunday,4:05:00 PM,Miami,San Diego,20,16,0,4.0,0,471
2013,12,Sunday,1:00:00 PM,Miami,Carolina,16,20,0,3.0,0,472
2013,15,Sunday,1:00:00 PM,Miami,New England,24,20,0,1.0,1,473
2013,17,Sunday,1:00:00 PM,Miami,New York Jets,7,20,0,3.0,1,474
2014,1,Sunday,1:00:00 PM,Miami,New England,33,20,0,2.0,1,475
2014,3,Sunday,4:25:00 PM,Miami,Kansas City,14,34,0,4.0,0,476
2014,6,Sunday,1:00:00 PM,Miami,Green Bay,24,27,0,4.0,0,477
2014,9,Sunday,1:00:00 PM,Miami,San Diego,37,0,0,5.0,0,478
2014,11,Thursday,8:25:00 PM,Miami,Buffalo,22,9,0,4.0,1,479
2014,14,Sunday,1:00:00 PM,Miami,Baltimore,13,28,0,1.0,0,480
2014,16,Sunday,1:00:00 PM,Miami,Minnesota,37,35,0,2.0,0,481
2014,17,Sunday,1:00:00 PM,Miami,New York Jets,24,37,0,7.0,1,482
2015,3,Sunday,4:25:00 PM,Miami,Buffalo,14,41,0,5.0,1,483
2015,7,Sunday,1:00:00 PM,Miami,Houston,44,26,0,1.0,0,484
2015,11,Sunday,1:00:00 PM,Miami,Dallas,14,24,0,1.0,0,485
2015,13,Sunday,1:00:00 PM,Miami,Baltimore,15,13,0,2.0,0,486
2015,14,Monday,8:30:00 PM,Miami,New York Giants,24,31,0,2.0,0,487
2015,16,Sunday,1:00:00 PM,Miami,Indianapolis,12,18,0,0.0,0,488
2015,17,Sunday,1:00:00 PM,Miami,New England,20,10,0,1.0,1,489
